timestamp,open,high,low,close,vol
2025-02-18 06:36:00,95331.8,95332.6,95294.1,95301.6,5.07923706
2025-02-18 06:37:00,95301.6,95326.4,95271.3,95319.9,3.26725008
2025-02-18 06:38:00,95319.9,95332.7,95303.9,95304.0,0.67658801
2025-02-18 06:39:00,95308.8,95308.8,95261.7,95285.9,11.14082284
2025-02-18 06:40:00,95285.9,95300.0,95256.3,95299.9,3.53368382
2025-02-18 06:41:00,95299.9,95482.3,95299.9,95477.9,14.60214854
2025-02-18 06:42:00,95477.9,95555.3,95454.9,95463.5,5.138846
2025-02-18 06:43:00,95463.5,95544.0,95454.6,95505.9,11.09736724
2025-02-18 06:44:00,95504.1,95510.2,95496.6,95496.7,0.85991207
2025-02-18 06:45:00,95496.6,95496.6,95452.0,95452.4,5.48646055
2025-02-18 06:46:00,95452.4,95492.4,95422.8,95492.3,5.17453262
2025-02-18 06:47:00,95492.3,95594.3,95492.3,95594.2,2.75381513
2025-02-18 06:48:00,95594.2,95594.3,95522.0,95544.3,4.50171183
2025-02-18 06:49:00,95542.5,95542.5,95511.6,95515.0,2.71028241
2025-02-18 06:50:00,95515.6,95515.6,95416.6,95416.7,6.29735809
2025-02-18 06:51:00,95416.7,95442.0,95317.4,95330.4,8.95884379
2025-02-18 06:52:00,95330.3,95355.8,95300.0,95325.8,4.90087902
2025-02-18 06:53:00,95326.2,95381.3,95326.2,95374.2,2.62192731
2025-02-18 06:54:00,95374.3,95410.0,95362.1,95373.3,6.37029559
2025-02-18 06:55:00,95372.1,95372.1,95300.5,95312.1,0.73653132
2025-02-18 06:56:00,95312.1,95350.8,95307.2,95307.2,2.79377807
2025-02-18 06:57:00,95307.2,95341.7,95307.2,95330.1,1.06768236
2025-02-18 06:58:00,95330.1,95338.8,95298.9,95330.0,1.80194611
2025-02-18 06:59:00,95328.0,95379.9,95322.9,95375.7,3.88192259
2025-02-18 07:00:00,95375.6,95416.5,95370.8,95407.9,3.45755725
2025-02-18 07:01:00,95408.0,95414.0,95322.0,95348.2,2.88131882
2025-02-18 07:02:00,95348.3,95386.0,95344.0,95386.0,1.38538176
2025-02-18 07:03:00,95386.0,95398.4,95385.9,95398.4,1.33543422
2025-02-18 07:04:00,95398.4,95551.4,95398.3,95528.2,13.14538889
2025-02-18 07:05:00,95528.2,95533.3,95486.0,95498.2,4.25752999
2025-02-18 07:06:00,95498.2,95539.5,95437.5,95469.4,1.67084726
2025-02-18 07:07:00,95469.5,95500.8,95400.8,95401.6,4.22221617
2025-02-18 07:08:00,95401.7,95491.0,95400.9,95401.0,1.96523745
2025-02-18 07:09:00,95401.0,95433.3,95400.0,95400.1,2.88597106
2025-02-18 07:10:00,95400.1,95410.7,95374.2,95410.7,2.13931172
2025-02-18 07:11:00,95410.8,95410.8,95320.1,95332.0,4.38510984
2025-02-18 07:12:00,95332.0,95338.3,95312.0,95337.9,1.34173667
2025-02-18 07:13:00,95338.0,95339.9,95300.1,95317.2,2.60745418
2025-02-18 07:14:00,95317.3,95409.6,95316.0,95409.6,1.38407594
2025-02-18 07:15:00,95409.6,95506.2,95395.7,95506.2,3.67536661
2025-02-18 07:16:00,95506.1,95560.0,95474.1,95487.0,4.10078476
2025-02-18 07:17:00,95487.0,95511.6,95480.3,95482.1,1.70739208
2025-02-18 07:18:00,95482.1,95542.1,95452.8,95535.0,6.49669829
2025-02-18 07:19:00,95536.3,95536.3,95497.7,95526.0,3.22017417
2025-02-18 07:20:00,95529.2,95560.0,95529.2,95549.9,4.09273905
2025-02-18 07:21:00,95552.1,95575.6,95523.4,95570.5,5.7368976
2025-02-18 07:22:00,95570.6,95570.6,95502.8,95551.9,1.81019738
2025-02-18 07:23:00,95551.9,95551.9,95510.7,95541.0,1.28905733
2025-02-18 07:24:00,95541.0,95577.9,95538.0,95540.1,2.43193466
2025-02-18 07:25:00,95540.1,95581.4,95518.5,95581.3,1.29951493
2025-02-18 07:26:00,95581.4,95583.0,95551.2,95579.9,1.9470864
2025-02-18 07:27:00,95580.0,95594.6,95572.7,95587.9,3.05255397
2025-02-18 07:28:00,95588.0,95591.9,95584.7,95585.2,0.45833772
2025-02-18 07:29:00,95585.2,95585.2,95567.4,95569.2,0.940429
2025-02-18 07:30:00,95569.2,95571.0,95523.4,95556.0,3.02561349
2025-02-18 07:31:00,95556.0,95556.0,95524.8,95541.1,1.69810424
2025-02-18 07:32:00,95541.1,95541.1,95520.1,95529.8,0.79541245
2025-02-18 07:33:00,95529.8,95550.0,95511.6,95550.0,2.38537159
2025-02-18 07:34:00,95550.0,95607.7,95550.0,95607.7,3.87439299
2025-02-18 07:35:00,95607.8,95666.6,95596.1,95666.5,1.15582238
2025-02-18 07:36:00,95666.6,95716.5,95642.0,95716.0,2.97258156
2025-02-18 07:37:00,95716.0,95716.3,95668.3,95678.0,4.03546413
2025-02-18 07:38:00,95678.1,95678.1,95619.2,95625.6,0.99093607
2025-02-18 07:39:00,95625.6,95625.7,95606.4,95620.1,1.10841797
2025-02-18 07:40:00,95620.2,95626.0,95584.0,95597.5,3.28763583
2025-02-18 07:41:00,95597.5,95605.5,95544.0,95544.1,2.12129783
2025-02-18 07:42:00,95544.0,95547.2,95516.6,95538.4,5.34663356
2025-02-18 07:43:00,95538.4,95550.0,95500.3,95501.0,3.833113
2025-02-18 07:44:00,95501.1,95501.1,95474.0,95474.4,3.85995164
2025-02-18 07:45:00,95474.4,95487.4,95474.3,95487.4,1.81667351
2025-02-18 07:46:00,95487.4,95487.4,95487.3,95487.4,0.2337704
2025-02-18 07:47:00,95487.4,95565.3,95487.4,95565.3,3.81134756
2025-02-18 07:48:00,95565.4,95565.4,95517.4,95517.5,1.38781208
2025-02-18 07:49:00,95517.5,95517.5,95469.4,95471.5,2.46601183
2025-02-18 07:50:00,95471.5,95478.2,95431.9,95478.2,4.21455831
2025-02-18 07:51:00,95478.2,95481.5,95458.1,95476.0,8.54961908
2025-02-18 07:52:00,95476.0,95483.9,95437.9,95438.0,1.60801929
2025-02-18 07:53:00,95438.0,95459.7,95434.0,95459.7,0.71225601
2025-02-18 07:54:00,95459.7,95477.9,95459.7,95466.4,3.19151321
2025-02-18 07:55:00,95466.4,95466.4,95427.2,95427.3,4.16636736
2025-02-18 07:56:00,95427.3,95453.2,95427.1,95450.6,2.01980836
2025-02-18 07:57:00,95450.7,95470.3,95450.7,95470.2,0.53309537
2025-02-18 07:58:00,95470.3,95488.1,95470.2,95484.3,0.82615256
2025-02-18 07:59:00,95484.4,95490.0,95459.8,95459.8,1.07312927
2025-02-18 08:00:00,95459.9,95486.6,95435.0,95486.6,3.07345185
2025-02-18 08:01:00,95486.7,95491.6,95455.4,95455.4,3.46309498
2025-02-18 08:02:00,95455.5,95463.8,95326.1,95356.9,22.90036484
2025-02-18 08:03:00,95357.0,95382.7,95356.9,95381.0,2.00791665
2025-02-18 08:04:00,95381.1,95385.9,95366.0,95385.3,2.38489393
2025-02-18 08:05:00,95385.3,95385.4,95317.4,95320.0,2.44843106
2025-02-18 08:06:00,95320.1,95320.1,95260.0,95289.6,2.81324817
2025-02-18 08:07:00,95286.3,95315.7,95286.3,95315.7,3.63482783
2025-02-18 08:08:00,95315.8,95315.8,95266.9,95276.3,3.21167221
2025-02-18 08:09:00,95276.3,95349.9,95276.3,95330.0,10.30059389
2025-02-18 08:10:00,95329.9,95329.9,95262.0,95263.0,1.10811699
